iter	Logloss
0	0.5921894365
1	0.5236405828
2	0.4650360169
3	0.4176960528
4	0.3830366326
5	0.3554800256
6	0.3242372873
7	0.3076028479
8	0.2927726531
9	0.2749269478
10	0.2605003755
11	0.2470924653
12	0.2374044212
13	0.2250448633
14	0.2178672576
15	0.2085158873
16	0.2012121821
17	0.1952236589
18	0.18894456
19	0.1839028171
20	0.1767219329
21	0.1689987489
22	0.1653078378
23	0.1602343058
24	0.155501155
25	0.1524763912
26	0.1465183856
27	0.1444393296
28	0.1383978909
29	0.134475279
30	0.131722906
31	0.127927987
32	0.1234689889
33	0.1210519569
34	0.1185900217
35	0.1152481324
36	0.1120264138
37	0.1095549419
38	0.1058566388
39	0.1037013196
40	0.1006755446
41	0.09934049246
42	0.09772283102
43	0.09491250218
44	0.09249917762
45	0.08997056953
46	0.08682433285
47	0.08511161038
48	0.08388418175
49	0.08264656526
50	0.08142491996
51	0.07992542221
52	0.07828406062
53	0.07682431079
54	0.07550201263
55	0.07265772685
56	0.07138269876
57	0.0713237931
58	0.07023782998
59	0.06915915922
60	0.06838065458
61	0.06594820291
62	0.06492895869
63	0.0637452612
64	0.06289815711
65	0.06097917672
66	0.05966162777
67	0.05831124792
68	0.05734152583
69	0.05588834832
70	0.05475198217
71	0.05369415053
72	0.05289044821
73	0.05180972072
74	0.05131194869
75	0.05014141496
76	0.04920068611
77	0.04850091513
78	0.04737063488
79	0.04654227873
80	0.04582475946
81	0.04504998142
82	0.04425829386
83	0.04358961496
84	0.04293901758
85	0.04166314688
86	0.04108445807
87	0.04057433806
88	0.04010353701
89	0.03946962318
90	0.03878313088
91	0.03834807921
92	0.03772354892
93	0.03700244092
94	0.03656103908
95	0.03606640383
96	0.03553102103
97	0.03458286576
98	0.03430268085
99	0.03362880079
100	0.03308691461
101	0.03257516302
102	0.03223697249
103	0.03182609589
104	0.03116904109
105	0.03058572562
106	0.03017089836
107	0.02926434283
108	0.02903525992
109	0.02876762022
110	0.02815597029
111	0.02762003979
112	0.02713349162
113	0.0268164447
114	0.02651178214
115	0.02615322933
116	0.02563112711
117	0.02515494105
118	0.02485166305
119	0.0243479047
120	0.02411806344
121	0.02376453752
122	0.02348031768
123	0.02331613058
124	0.02298648865
125	0.02279302298
126	0.02236678801
127	0.02209940301
128	0.02179849004
129	0.02156365253
130	0.02138465667
131	0.02105598565
132	0.02081542226
133	0.02067553662
134	0.02024859693
135	0.02001960211
136	0.01970237134
137	0.0193633497
138	0.01922112967
139	0.01892984536
140	0.01863863382
141	0.01835405587
142	0.01806582792
143	0.01783938006
144	0.01766610816
145	0.01744671902
146	0.01721337521
147	0.01692678842
148	0.01670783399
149	0.01649899464
150	0.01634845006
151	0.01618862727
152	0.01600755841
153	0.01576045239
154	0.01558976384
155	0.01542033153
156	0.01528774782
157	0.01505362652
158	0.01490451437
159	0.01482174674
160	0.01454719674
161	0.01437943623
162	0.01420076401
163	0.01387082525
164	0.01372946314
165	0.01356208755
166	0.01345249544
167	0.01333477602
168	0.01320220093
169	0.01303154972
170	0.01290271751
171	0.01276275145
172	0.01268022319
173	0.01253605559
174	0.01228324955
175	0.01210057209
176	0.01190106649
177	0.01176069348
178	0.01160761822
179	0.01148063399
180	0.01136574113
181	0.01121193625
182	0.01111873948
183	0.01098293186
184	0.01089809219
185	0.01082772136
186	0.0107544426
187	0.01064310112
188	0.01055521371
189	0.01047452482
190	0.01039953404
191	0.01027326507
192	0.01011987862
193	0.01002019668
194	0.009936732939
195	0.009867980298
196	0.009798461654
197	0.00970145306
198	0.009583439693
199	0.009524456468
200	0.009402782563
201	0.009279976887
202	0.009204158821
203	0.009091591739
204	0.008964424631
205	0.00882872616
206	0.008730963052
207	0.008625469055
208	0.008533467251
209	0.008446425319
210	0.008343109644
211	0.008289991134
212	0.008204528127
213	0.008113603515
214	0.008026425618
215	0.007961479057
216	0.007891718642
217	0.007833392745
218	0.007769660777
219	0.007673770548
220	0.007599103882
221	0.007530738551
222	0.007432179757
223	0.007373690126
224	0.00732797887
225	0.007297873976
226	0.007229443056
227	0.007144485612
228	0.007068350612
229	0.007004422835
230	0.006957489803
231	0.00686677297
232	0.006815767671
233	0.006756956798
234	0.00666177177
235	0.00661261254
236	0.006584459519
237	0.006544873896
238	0.006447654173
239	0.006397739472
240	0.006366232313
241	0.006314145513
242	0.006259937363
243	0.006201034569
244	0.006158850758
245	0.006110635627
246	0.006062330012
247	0.005994047027
248	0.005948162462
249	0.005912094231
250	0.005858372014
251	0.005829024985
252	0.005807632423
253	0.005757224608
254	0.005720871041
255	0.005674051951
256	0.005638607056
257	0.005590476664
258	0.005539697337
259	0.005502103323
260	0.005473330318
261	0.005426078436
262	0.00539644272
263	0.005362732343
264	0.005324702665
265	0.005292534349
266	0.005267236127
267	0.005232302539
268	0.005191554985
269	0.005153042246
270	0.005131623831
271	0.005103541665
272	0.005066267458
273	0.005035677588
274	0.00498730016
275	0.004958171921
276	0.00491761874
277	0.004885476277
278	0.004836379285
279	0.00481118591
280	0.004774544134
281	0.004751083841
282	0.004715095083
283	0.004691986674
284	0.004672243892
285	0.004634829889
286	0.004600143337
287	0.004568962687
288	0.004548238463
289	0.004518472047
290	0.004489420887
291	0.00445892581
292	0.004406721238
293	0.004375317011
294	0.0043752902
295	0.004335557122
296	0.004307645392
297	0.00428370156
298	0.00426249619
299	0.00423543999
